,label,eval0,eval1,eval2,eval3,eval4,eval5,eval6,eval7,eval8,eval9,eval10,eval11,eval12,eval13,eval14,eval15,eval16,eval17,eval18,eval19,eval20,eval21,eval22,eval23,eval24,eval25,eval26,eval27,10.0-hks-percent0,10.0-hks-percent10,10.0-hks-percent20,10.0-hks-percent30,10.0-hks-percent40,10.0-hks-percent50,10.0-hks-percent60,10.0-hks-percent70,10.0-hks-percent80,10.0-hks-percent90,10.0-hks-percent100
0,1,2.0,1.9357895851135254,1.806565761566162,1.6927393674850464,1.516168236732483,1.5000009536743164,1.3021714687347412,1.2838454246520996,0.9999999403953552,0.716153085231781,0.6978285312652588,0.4999997317790985,0.4838313162326813,0.3072603940963745,0.1934347003698349,0.06421016901731491,-3.3362084650434554e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07220700314174856,0.07396775066694125,0.07837285453735686,0.08323429903665122,0.08689943579886747,0.09314044210481956,0.09927604536352361,0.10490321832808161,0.11502564531360568,0.12384726449714901,0.22057829508132337
1,0,2.0,1.8871053457260132,1.7692440748214722,1.5351825952529907,1.4227567911148071,1.2698712348937988,0.9999998807907104,0.7301286458969116,0.5772430896759033,0.4648165702819824,0.23075628280639648,0.11289393901824951,2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08079260046021673,0.0826672024904785,0.09064517576690695,0.09282120005608249,0.09699900866580195,0.09975384476699878,0.11226355850996401,0.11482679812783825,0.12091298055483676,0.1247066341216491,0.210942598692565
2,0,2.0,1.8871055841445923,1.7692439556121826,1.5351824760437012,1.4227566719055176,1.2698712348937988,1.0000001192092896,0.7301286458969116,0.5772428512573242,0.46481752395629883,0.23075652122497559,0.11289405822753906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08079271543648461,0.0826673102780083,0.0906451892525964,0.0928212241683234,0.09699898412300229,0.0997540336814221,0.1122639353563966,0.11482690030627975,0.12091319963471886,0.12470690716148117,0.21094300480509162
3,1,1.9684396982192993,1.9449235200881958,1.879055380821228,1.7044258117675781,1.594533085823059,1.52065110206604,1.4097801446914673,1.3869359493255615,1.1501216888427734,0.9999998807907104,0.7410552501678467,0.7133007049560547,0.6118942499160767,0.4892529249191284,0.38446247577667236,0.2957456111907959,0.12302982807159424,0.08239281177520752,2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07348642669331674,0.07396733833863685,0.07985722725963595,0.08007605782637034,0.086424154838572,0.08862401035784946,0.0910079690645714,0.09458377328122254,0.10529932263191695,0.11132702693610722,0.20720205416695503
4,0,2.0,1.8560400009155273,1.7151832580566406,1.4276831150054932,1.2121752500534058,0.9999997615814209,0.7878247499465942,0.572317361831665,0.2848166227340698,0.14395999908447266,7.152557373046875e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058364246631558876,0.06682134297032269,0.08168492505416886,0.08168496218368698,0.09686845603903743,0.10786042024465685,0.11353104070391329,0.14162630395968628,0.15669557742894918,0.178134939923231,0.21539345270908067
5,1,2.0,1.953452229499817,1.9028469324111938,1.893882393836975,1.8449808359146118,1.7473008632659912,1.6439425945281982,1.509385108947754,1.4144906997680664,1.4071109294891357,1.3381283283233643,1.150846242904663,1.0000003576278687,1.000000238418579,1.0000001192092896,0.9999997615814209,0.8491544723510742,0.661871075630188,0.5928884744644165,0.585509181022644,0.4906151294708252,0.3560572862625122,0.2526991367340088,0.15501928329467773,0.1061173677444458,0.09715282917022705,0.04654717445373535,2.384185791015625e-07,0.06096679658128213,0.0626727435065026,0.06406663583122149,0.07809874689507215,0.07809944139181696,0.07964625464818328,0.07964699370743909,0.07964714457790294,0.10304673078775069,0.2052204670175811,0.20522270056455466
6,0,2.0,1.9488416910171509,1.815217137336731,1.6436450481414795,1.5134727954864502,1.500000238418579,1.3008631467819214,1.0000001192092896,0.9999996423721313,0.6991366744041443,0.4999997615814209,0.4865263104438782,0.3563551604747772,0.1847826987504959,0.05115780606865883,6.597441171152241e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054053407154123,0.07942661475035345,0.08199153676545025,0.08301799420490569,0.10633596675343658,0.10746470118668758,0.12670367464091875,0.12949170536583127,0.13793173985258614,0.1394200510594532,0.2162682605839208
7,1,1.9751121997833252,1.9663835763931274,1.8680088520050049,1.8081839084625244,1.6287349462509155,1.5253239870071411,1.444957971572876,1.3626911640167236,1.0253779888153076,1.0,1.0,0.9073978662490845,0.7020266056060791,0.5493165254592896,0.47445225715637207,0.37581515312194824,0.23472607135772705,0.10995817184448242,0.04153299331665039,3.5762786865234375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06559623383609353,0.07165724072183051,0.07469369207295215,0.0822505819844196,0.0834833762104867,0.09608126741191558,0.09814361622747667,0.09830881433331899,0.1135873247534643,0.14337071693475115,0.2652662673557346
8,0,1.9685899019241333,1.8219592571258545,1.79924738407135,1.5122971534729004,1.3947303295135498,0.9999997615814209,0.8630406856536865,0.7135417461395264,0.48764312267303467,0.3316631317138672,0.10728561878204346,3.5762786865234375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07994129340686568,0.08353714443782868,0.08431856037363064,0.08749453111797686,0.09552584433591776,0.10825408356113135,0.11431191970656086,0.1284389558540867,0.13711951760576999,0.1384237918273779,0.2209788937732014
9,1,1.9688166379928589,1.9506994485855103,1.8107680082321167,1.6755174398422241,1.570359230041504,1.4455063343048096,1.3789857625961304,1.037198781967163,0.9999995827674866,0.9041928052902222,0.6737576723098755,0.5492340326309204,0.41977202892303467,0.3647664785385132,0.18775880336761475,0.06266665458679199,-2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06600955522800413,0.06980014017625434,0.07605210625681393,0.08332536272822176,0.083522776001483,0.08909666891469528,0.09762000740398855,0.10074912240258888,0.1052691390511433,0.15015175204359615,0.22058449332940872
10,1,2.0,1.9047081470489502,1.884964942932129,1.6267826557159424,1.55984365940094,1.489278793334961,1.3332288265228271,1.2526798248291016,1.000000238418579,0.7473214864730835,0.6667709350585938,0.5107220411300659,0.44015634059906006,0.37321746349334717,0.11503517627716064,0.0952916145324707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06324278213541533,0.07976010647091919,0.0892487788254089,0.09067480152623526,0.09507954782687704,0.09692068968710726,0.10269841785878295,0.10792488290665245,0.11125779729189164,0.11347232645612226,0.20590590973260364
11,1,1.9999998807907104,1.92635977268219,1.8311400413513184,1.765547513961792,1.6554808616638184,1.5128415822982788,1.4170387983322144,1.3750841617584229,1.2827587127685547,1.000000238418579,1.0000001192092896,0.7172414064407349,0.624915599822998,0.5829610824584961,0.4871586561203003,0.34451937675476074,0.234452486038208,0.1688603162765503,0.07364046573638916,-2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05450249004985447,0.06751979673696257,0.07281190891195927,0.07435153713271525,0.07746722316305814,0.08036769291484408,0.08170545564070666,0.0927691973723794,0.09733153164718063,0.11613062741104549,0.20885070572458547
12,1,1.9761186838150024,1.947328805923462,1.91444730758667,1.8033918142318726,1.684054970741272,1.5553252696990967,1.4910664558410645,1.4073071479797363,1.3723270893096924,1.145308256149292,1.0000001192092896,0.9999995231628418,0.7598510980606079,0.7183254957199097,0.6123254299163818,0.5048869848251343,0.42931556701660156,0.31928861141204834,0.21089768409729004,0.07702112197875977,0.07141158729791641,1.1920928955078125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.06013009762411614,0.0666203519054268,0.07320435024291053,0.07872849648676711,0.08078738910612877,0.08250411341052286,0.08975642912763132,0.09494427094147911,0.11160308969917829,0.11765449813864368,0.21583669716604764
13,0,1.9689658880233765,1.8535594940185547,1.819415807723999,1.5377743244171143,1.4226429462432861,1.1933563947677612,0.9999999403953552,0.7412179708480835,0.6138812303543091,0.45755505561828613,0.29282355308532715,0.09880602359771729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059719570130471106,0.07676533474807808,0.08346584091121476,0.0836751343725364,0.08548794127205095,0.09767231514503022,0.11000203822556257,0.12303239278906136,0.1320719505055003,0.1542626549507478,0.22055826536505818
14,1,1.9999998807907104,1.9216046333312988,1.813822865486145,1.7652114629745483,1.6139967441558838,1.467839002609253,1.4168455600738525,1.3528205156326294,1.1909410953521729,1.0,0.8090591430664062,0.647179365158081,0.5831543207168579,0.5321613550186157,0.3860030174255371,0.23478925228118896,0.18617749214172363,0.07839560508728027,-2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06685606996117313,0.07251036215249236,0.0739094520874174,0.07561391890275469,0.0804333708346109,0.08375914418413352,0.0866433802822218,0.09286416965900783,0.09956076818131854,0.10642625468143713,0.20885767296662214
15,1,1.9766387939453125,1.9449831247329712,1.9072325229644775,1.8086144924163818,1.7180339097976685,1.5293776988983154,1.489379644393921,1.4189268350601196,1.3879703283309937,1.1346207857131958,1.000000238418579,0.999999463558197,0.7657037973403931,0.7285165786743164,0.5812591314315796,0.5051568746566772,0.4574822187423706,0.28035128116607666,0.20907890796661377,0.08787107467651367,0.06880176067352295,1.1920928955078125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.06538325588845906,0.07078535619734533,0.07173723218395416,0.08005312531666553,0.08005322298487416,0.0807723869603445,0.08988056130182429,0.09543115843123257,0.10787049487431782,0.11169968371851637,0.20705453626941972
16,0,1.999999761581421,1.8456746339797974,1.707106590270996,1.533698558807373,1.000000238418579,1.0,1.0,0.4663017988204956,0.292893648147583,0.1543254852294922,2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05806753595881859,0.05806758145063995,0.08014537839143883,0.08014537839427625,0.11132920548233761,0.11132926238120366,0.11497386740560457,0.1393384847103854,0.1564117818821899,0.15641186412026334,0.21048975034531772
17,1,1.9689161777496338,1.9424971342086792,1.8344991207122803,1.6786130666732788,1.558860182762146,1.4249866008758545,1.382877230644226,1.2192249298095703,0.9999997615814209,0.7235608100891113,0.6755338907241821,0.5660525560379028,0.4396781921386719,0.326198935508728,0.18989145755767822,0.06861090660095215,-3.5762786865234375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044867389735861365,0.07180150062625477,0.08244150349758311,0.08341332104873589,0.08939560260387466,0.09363689318748726,0.09981566283311746,0.10985085031990661,0.11282506530147707,0.12127794131198905,0.22018520560495694
18,0,2.0,1.9032213687896729,1.7115113735198975,1.575711965560913,1.389723777770996,1.2889684438705444,0.9999999403953552,0.7110309600830078,0.6102761030197144,0.424288272857666,0.28848862648010254,0.0967789888381958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07664038655558496,0.08351547179033898,0.08359985227222735,0.08516245173084905,0.0967530608353182,0.1011980100358631,0.11723891476179207,0.11885809587899464,0.123918547469913,0.13462890429888552,0.22081901540246512
19,1,1.9694769382476807,1.9586683511734009,1.8132944107055664,1.7631828784942627,1.6037235260009766,1.4528603553771973,1.438133955001831,1.3120092153549194,0.9999996423721313,0.9175702333450317,0.7645069360733032,0.557218074798584,0.5481077432632446,0.3833400011062622,0.3030707836151123,0.15885114669799805,0.05598711967468262,3.5762786865234375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06585507940173894,0.07358994978073556,0.0779891484192765,0.0827701259545794,0.08348307925834272,0.09072663440484106,0.09621390010676417,0.09812470289888445,0.1211573035447347,0.15333767739130494,0.2205855028786074
20,1,1.9999998807907104,1.9609750509262085,1.8476825952529907,1.7733875513076782,1.5150312185287476,1.5000005960464478,1.407628059387207,1.2800240516662598,1.0000003576278687,1.0000001192092896,0.719975471496582,0.5923720598220825,0.5000000596046448,0.4849681556224823,0.2266124188899994,0.15231701731681824,0.03902450203895569,-1.314060682489071e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07776597267754153,0.08381096804253385,0.08421650487223062,0.08439698269859805,0.08975790396391997,0.0911937911482113,0.10008239147341383,0.10733478222161688,0.13030654297534183,0.17122309647108586,0.2249570284491071
21,1,1.9688167572021484,1.9506994485855103,1.8107681274414062,1.6755175590515137,1.5703591108322144,1.4455065727233887,1.3789856433868408,1.037198781967163,0.9999997615814209,0.9041929244995117,0.6737575531005859,0.5492345094680786,0.4197719097137451,0.36476612091064453,0.18775880336761475,0.06266665458679199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06600968342628066,0.0698000476108703,0.07605202964834737,0.08332567919811021,0.08352282121129263,0.08909637261438813,0.09761942774354257,0.10074820563680492,0.10526841312696764,0.15015197084545212,0.22058549562645652
22,1,1.9842026233673096,1.942104458808899,1.8986890316009521,1.7894383668899536,1.6616052389144897,1.600588083267212,1.5275205373764038,1.4818888902664185,1.382784366607666,1.3141858577728271,1.088296890258789,1.0000004768371582,0.8009657859802246,0.6943639516830444,0.6853172779083252,0.5726430416107178,0.5012916326522827,0.34971916675567627,0.34260380268096924,0.21396708488464355,0.12217903137207031,0.04564666748046875,3.5762786865234375e-07,0.0,0.0,0.0,0.0,0.0,0.05412009639803286,0.06854785648753686,0.07595292031813258,0.0793516759098414,0.08077044081886127,0.0834330706776458,0.09290902551106664,0.09520788975550692,0.10582242625115634,0.11480417008095875,0.20733694620208457
23,1,1.9999998807907104,1.9316767454147339,1.8934926986694336,1.8329403400421143,1.7099790573120117,1.6682604551315308,1.6024465560913086,1.476454734802246,1.4401824474334717,1.3801779747009277,1.3663365840911865,1.230358600616455,1.2143018245697021,1.0000001192092896,0.785698413848877,0.7696415185928345,0.6336637735366821,0.6198229789733887,0.5598175525665283,0.5235451459884644,0.39755332469940186,0.3317399024963379,0.29002106189727783,0.16705989837646484,0.10650646686553955,0.06832361221313477,2.384185791015625e-07,0.0,0.05853283920139571,0.0640087140332617,0.06635610566446236,0.0689614932905297,0.07179416906556597,0.07229943032450528,0.07232647549717276,0.07967522942340506,0.09153510205593518,0.0945094533129853,0.20534004578474516
24,1,1.9688167572021484,1.9506994485855103,1.8107681274414062,1.6755175590515137,1.5703591108322144,1.4455065727233887,1.3789856433868408,1.037198781967163,0.9999997615814209,0.9041929244995117,0.6737575531005859,0.5492345094680786,0.4197719097137451,0.36476612091064453,0.18775880336761475,0.06266665458679199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06600968342628066,0.0698000476108703,0.07605202964834737,0.08332567919811021,0.08352282121129263,0.08909637261438813,0.09761942774354257,0.10074820563680492,0.10526841312696764,0.15015197084545212,0.22058549562645652
25,1,2.0,1.8994596004486084,1.800362467765808,1.5362670421600342,1.423647403717041,1.0,1.0,1.0,0.5763527154922485,0.46373307704925537,0.1996375322341919,0.10054075717926025,2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572799413678088,0.07967668925289545,0.08142002403877562,0.08268499280253731,0.083528315994321,0.09211141032820486,0.10500523232165913,0.13571474591522678,0.14610966578776582,0.20131155075587628,0.22097500539595777
