,label,eval0,eval1,eval2,eval3,eval4,eval5,eval6,eval7,eval8,eval9,eval10,eval11,eval12,eval13,eval14,eval15,eval16,eval17,eval18,eval19,eval20,eval21,eval22,eval23,eval24,eval25,eval26,eval27,10.0-hks-percent0,10.0-hks-percent10,10.0-hks-percent20,10.0-hks-percent30,10.0-hks-percent40,10.0-hks-percent50,10.0-hks-percent60,10.0-hks-percent70,10.0-hks-percent80,10.0-hks-percent90,10.0-hks-percent100
0,1,1.9999995231628418,1.9357891082763672,1.8065648078918457,1.692739486694336,1.5161687135696411,1.5000004768371582,1.3021715879440308,1.2838459014892578,0.9999999403953552,0.7161531448364258,0.6978282332420349,0.5000001788139343,0.48383110761642456,0.3072606921195984,0.19343462586402893,0.06421016156673431,-6.944360819716167e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07220717293498499,0.07396780385344197,0.07837290415817949,0.08323437167658146,0.0868994312071038,0.09314045695565111,0.09927609598775697,0.10490316079195984,0.11502552564714418,0.12384731373586524,0.22057837103006517
1,0,1.9999998807907104,1.8871053457260132,1.7692439556121826,1.5351829528808594,1.422756552696228,1.2698709964752197,1.0000001192092896,0.7301285266876221,0.5772433280944824,0.4648170471191406,0.23075640201568604,0.11289489269256592,4.76837158203125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08079223726576237,0.0826669046354193,0.09064508891757064,0.09282103391503892,0.0969989418259892,0.09975316754533478,0.11226284412467225,0.11482634128852794,0.1209125720764569,0.12470618499136071,0.21094122353896266
2,0,1.9999998807907104,1.8871052265167236,1.769243836402893,1.5351827144622803,1.4227567911148071,1.269871473312378,0.9999998211860657,0.7301287651062012,0.5772430896759033,0.46481752395629883,0.23075652122497559,0.11289393901824951,2.384185791015625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08079259428537229,0.0826671885254074,0.09064511531775346,0.09282119146545945,0.09699894746356341,0.09975372715158752,0.11226355485074892,0.11482681033889329,0.12091294015710685,0.12470657498682687,0.21094264771948368
3,1,1.968440055847168,1.9449235200881958,1.8790556192398071,1.7044259309768677,1.5945335626602173,1.5206512212753296,1.4097801446914673,1.3869364261627197,1.1501219272613525,1.000000238418579,0.7410553693771362,0.7133007049560547,0.6118946075439453,0.48925280570983887,0.38446295261383057,0.29574573040008545,0.12303006649017334,0.08239305019378662,4.76837158203125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07348607976975839,0.07396717339580679,0.07985700325182196,0.08007582179792352,0.08642376355064448,0.0886239937441687,0.09100796255199653,0.09458357517993099,0.10529890692612225,0.1113269510401371,0.2072014347591558
4,0,2.0,1.856040120124817,1.7151832580566406,1.4276832342147827,1.2121754884719849,1.0,0.7878249883651733,0.5723174810409546,0.2848169803619385,0.1439601182937622,7.152557373046875e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05836424875670044,0.06682132475242653,0.08168484879813248,0.08168486071373894,0.09686844410939247,0.1078603965415199,0.1135310477447426,0.14162628432817914,0.15669563912494103,0.17813496674298224,0.2153932856310035
5,1,1.9999998807907104,1.953452229499817,1.9028470516204834,1.893882155418396,1.844981074333191,1.7473007440567017,1.643942952156067,1.509385108947754,1.4144906997680664,1.4071109294891357,1.3381285667419434,1.1508455276489258,1.0000009536743164,1.0000005960464478,0.9999998211860657,0.9999995231628418,0.8491541147232056,0.6618709564208984,0.592888593673706,0.5855089426040649,0.49061477184295654,0.35605669021606445,0.25269901752471924,0.15501928329467773,0.1061168909072876,0.0971524715423584,0.04654693603515625,0.0,0.060967002812557965,0.06267286846288542,0.06406686575967221,0.07809892975071912,0.07809971036465056,0.07964631276751787,0.07964731825698924,0.07964748004277261,0.10304691925963852,0.20522013171666134,0.20522362601488853
6,0,2.000000238418579,1.9488416910171509,1.8152170181274414,1.64364492893219,1.5134730339050293,1.5000008344650269,1.3008630275726318,1.0000001192092896,0.9999996423721313,0.6991366147994995,0.5000001788139343,0.48652657866477966,0.3563551902770996,0.18478251993656158,0.051157694309949875,3.906172096890259e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05405340082975239,0.07942656416558899,0.08199161916030667,0.08301800024608305,0.1063358959830594,0.10746480783325288,0.12670389275017283,0.12949180393331683,0.13793176097271145,0.13942009553267065,0.2162683794026663
7,1,1.9751120805740356,1.9663838148117065,1.8680088520050049,1.808184266090393,1.628735065460205,1.5253238677978516,1.4449586868286133,1.362691044807434,1.0253782272338867,0.9999999403953552,0.9999995231628418,0.9073989391326904,0.7020267248153687,0.5493162870407104,0.47445225715637207,0.3758147954940796,0.2347259521484375,0.10995805263519287,0.04153251647949219,-1.1920928955078125e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0655970761624908,0.07165821285302268,0.07469376771816874,0.08225120220404293,0.08348324995358787,0.09608255647275388,0.09814364440531981,0.09831040023388446,0.11358676388687738,0.14337169530678756,0.2652666772022356
8,0,1.9685899019241333,1.8219590187072754,1.79924738407135,1.5122970342636108,1.394730806350708,0.9999999403953552,0.8630409240722656,0.7135416269302368,0.48764312267303467,0.33166325092315674,0.10728573799133301,3.5762786865234375e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07994106202808664,0.08353713150707998,0.08431850666156007,0.08749430581594517,0.09552584511576363,0.10825433886229294,0.11431225374811106,0.1284392428152339,0.13711937450476178,0.13842351407025802,0.22097854502436423
9,1,1.9688165187835693,1.9506994485855103,1.8107678890228271,1.6755175590515137,1.5703591108322144,1.4455063343048096,1.3789857625961304,1.037198781967163,0.9999996423721313,0.9041924476623535,0.6737576723098755,0.54923415184021,0.41977202892303467,0.36476635932922363,0.18775880336761475,0.06266677379608154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06600952147805607,0.06979999583177277,0.07605206839052031,0.08332537267232284,0.08352269720077848,0.08909647832777856,0.09761942903793597,0.10074872147277274,0.10526872612257648,0.15015182322986398,0.22058454370557867
